Standname,Buchungstag,Standstatus,Kunde,Rechnungsnummer,"Standpreis in €",Standbreite,Standtiefe,Stromanschluss,Wasseranschluss,Imbiss,Getränke,Fahrgeschäft/e,Sortiment,"Notizen vom Kunden",Bezahlstatus
"Gröningsweg 77",Samstag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 77",Sonntag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 75",Samstag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 75",Sonntag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 73",Samstag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 73",Sonntag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 67",Samstag,Verkauft,"Lena Bieckmann (Privat_anlieger)",1558,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 67",Sonntag,Verkauft,"Lena Bieckmann (Privat_anlieger)",1558,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 65",Samstag,Verkauft,"Lena Bieckmann (Privat_anlieger)",1558,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 65",Sonntag,Verkauft,"Lena Bieckmann (Privat_anlieger)",1558,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 63",Samstag,Verkauft,"Lena Bieckmann (Privat_anlieger)",1558,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 63",Sonntag,Verkauft,"Lena Bieckmann (Privat_anlieger)",1558,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 61",Samstag,Verkauft,"Nicole Grewing (Privat_troedel)",1672,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 61",Sonntag,Verkauft,"Nicole Grewing (Privat_troedel)",1711,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 59",Samstag,Verkauft,"Else Wenning (Privat_anlieger)",1450,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 59",Sonntag,Verkauft,"Else Wenning (Privat_anlieger)",1752,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 57",Samstag,Verkauft,"Else Wenning (Privat_anlieger)",1451,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 57",Sonntag,Verkauft,"Else Wenning (Privat_anlieger)",1752,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 55",Samstag,Verkauft,"Else Wenning (Privat_anlieger)",1456,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 55",Sonntag,Verkauft,"Else Wenning (Privat_anlieger)",1752,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 53",Samstag,Verkauft,"Britta Wenning-Kral (Privat_anlieger)",1463,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 53",Sonntag,Verkauft,"Britta Wenning-Kral (Privat_anlieger)",1752,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 51",Samstag,Verkauft,"Else Wenning (Privat_anlieger)",1460,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 51",Sonntag,Verkauft,"Else Wenning (Privat_anlieger)",1796,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 49",Samstag,Verkauft,"Dieter Kral (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 49",Sonntag,Verkauft,"Dieter Kral (Privat_anlieger)",1891,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 47",Samstag,Verkauft,"Else Wenning (Privat_anlieger)",1459,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 47",Sonntag,Verkauft,"Else Wenning (Privat_anlieger)",1891,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 45",Samstag,Verkauft,"Britta Wenning-Kral (Privat_anlieger)",1463,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 45",Sonntag,Frei,"Britta Wenning-Kral (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 43",Samstag,Verkauft,"Else Wenning (Privat_anlieger)",1464,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 43",Sonntag,Frei,"Else Wenning (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 41",Samstag,Verkauft,"Stefanie Flatau (Privat_troedel)",1773,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 41",Sonntag,Frei,"Stefanie Flatau (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 39",Samstag,Verkauft,"Angelina Krüger (Privat_troedel)",1647,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 39",Sonntag,Frei,"Angelina Krüger (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 37",Samstag,Verkauft,"Angelina Krüger (Privat_troedel)",1643,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 37",Sonntag,Frei,"Angelina Krüger (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 35",Samstag,Verkauft,"Sarah Althaus (Privat_troedel)",1677,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 35",Sonntag,Frei,"Sarah Althaus (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 33",Samstag,Verkauft,"Nicole Freye (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 33",Sonntag,Verkauft,"Nicole Freye (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 31",Samstag,Verkauft,"Nicole Freye (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 31",Sonntag,Verkauft,"Nicole Freye (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 29",Samstag,Verkauft,"Simone Lammers (Privat_troedel)",1776,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 29",Sonntag,Verkauft,"Simone Lammers (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 27",Samstag,Verkauft,"Lisann Happe (Privat_troedel)",1650,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 27",Sonntag,Frei,"Lisann Happe (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 25",Samstag,Verkauft,"Lisann Happe (Privat_troedel)",1650,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 25",Sonntag,Frei,"Lisann Happe (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 23",Samstag,Verkauft,"Irmgard Baumjohann (Privat_troedel)",1655,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 23",Sonntag,Verkauft,"Irmgard Baumjohann (Privat_troedel)",1885,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 21",Samstag,Verkauft,"Irmgard Baumjohann (Privat_troedel)",1655,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 21",Sonntag,Verkauft,"Irmgard Baumjohann (Privat_troedel)",1885,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 30",Samstag,Verkauft,"Marie Schulze Wartenhorst (Privat_troedel)",1843,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 30",Sonntag,Verkauft,"Marie Schulze Wartenhorst (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 28",Samstag,Verkauft,"Marie Schulze Wartenhorst (Privat_troedel)",1843,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 28",Sonntag,Verkauft,"Marie Schulze Wartenhorst (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 26",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 26",Sonntag,Verkauft,"Kein Kunde",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 18",Samstag,Verkauft,"Frank Hitziger (Privat_troedel)",1713,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 18",Sonntag,Frei,"Frank Hitziger (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 16",Samstag,Verkauft,"Frank Hitziger (Privat_troedel)",1713,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 16",Sonntag,Verkauft,"Frank Hitziger (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 14",Samstag,Verkauft,"Frank Hitziger (Privat_troedel)",1713,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 14",Sonntag,Verkauft,"Frank Hitziger (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 12",Samstag,Verkauft,"Patrick Spolder (Gewerblich)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 12",Sonntag,Verkauft,"Patrick Spolder (Gewerblich)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 10",Samstag,Verkauft,"Evelyn Reimer (Privat_troedel)",1934,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 10",Sonntag,Verkauft,"Evelyn Reimer (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 8",Samstag,Verkauft,"Marie Rabener (Privat_troedel)",1875,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gevastraße 8",Sonntag,Verkauft,"Marie Rabener (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 6",Samstag,Verkauft,"Marie Rabener (Privat_troedel)",1875,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gevastraße 6",Sonntag,Verkauft,"Marie Rabener (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 23",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 23",Sonntag,Verkauft,"Kein Kunde",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 21",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 21",Sonntag,Verkauft,"Kein Kunde",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 19",Samstag,Verkauft,"Simone Keitemeyer (Privat_troedel)",1908,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 19",Sonntag,Verkauft,"Simone Keitemeyer (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 17",Samstag,Verkauft,"Simone Keitemeyer (Privat_troedel)",1908,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 17",Sonntag,Verkauft,"Simone Keitemeyer (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 15",Samstag,Verkauft,"Charlotte Hengemann (Privat_troedel)",1935,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 15",Sonntag,Verkauft,"Charlotte Hengemann (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 13",Samstag,Verkauft,"Charlotte Hengemann (Privat_troedel)",1935,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 13",Sonntag,Verkauft,"Charlotte Hengemann (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 9",Samstag,Verkauft,"Diana Niewöhner (Privat_troedel)",1838,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 9",Sonntag,Verkauft,"Diana Niewöhner (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 7",Samstag,Verkauft,"Diana Niewöhner (Privat_troedel)",1838,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 7",Sonntag,Verkauft,"Diana Niewöhner (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 5",Samstag,Verkauft,"Kerstin Renneke (Privat_troedel)",1882,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße 5",Sonntag,Verkauft,"Kerstin Renneke (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße 3",Samstag,Verkauft,"Claudia Schulte (Privat_troedel)",1913,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gevastraße 3",Sonntag,Verkauft,"Claudia Schulte (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gevastraße  1",Samstag,Verkauft,"Christian Otten (Privat_troedel)",1761,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gevastraße  1",Sonntag,Verkauft,"Christian Otten (Privat_troedel)",1791,0€,4.55m,3.5m,Ja,Ja,Nein,Nein,,Gemischt,,"Zahlung ausstehend"
"Gänsestraße 138",Samstag,Verkauft,"Caio Finkener (Privat_anlieger)",1502,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 138",Sonntag,Verkauft,"Caio Finkener (Privat_anlieger)",1502,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 136",Samstag,Verkauft,"Caio Finkener (Privat_anlieger)",1502,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 136",Sonntag,Verkauft,"Caio Finkener (Privat_anlieger)",1502,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 132",Samstag,Verkauft,"Tanja Niewöhner (Privat_troedel)",1769,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 132",Sonntag,Frei,"Tanja Niewöhner (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 128",Samstag,Verkauft,"Katharina Zurwieden (Privat_anlieger)",1467,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 128",Sonntag,Verkauft,"Katharina Zurwieden (Privat_anlieger)",1467,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 126",Samstag,Verkauft,"Katharina Zurwieden (Privat_anlieger)",1467,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 126",Sonntag,Verkauft,"Katharina Zurwieden (Privat_anlieger)",1467,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 124",Samstag,Verkauft,"Katharina Zurwieden (Privat_anlieger)",1467,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 124",Sonntag,Verkauft,"Katharina Zurwieden (Privat_anlieger)",1467,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 122",Samstag,Verkauft,"Martin Harbert (Privat_troedel)",1704,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 122",Sonntag,Frei,"Martin Harbert (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 120",Samstag,Verkauft,"Monika Abeling (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 120",Sonntag,Verkauft,"Monika Abeling (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 114",Samstag,Verkauft,"Ann Christin Brameier (Privat_troedel)",1719,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 114",Sonntag,Verkauft,"Ann Christin Brameier (Privat_troedel)",1878,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 112",Samstag,Verkauft,"Ann Christin Brameier (Privat_troedel)",1719,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 112",Sonntag,Verkauft,"Ann Christin Brameier (Privat_troedel)",1877,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 110",Samstag,Verkauft,"Christian Hälker (Privat_anlieger)",1560,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 110",Sonntag,Frei,"Christian Hälker (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 108",Samstag,Verkauft,"Christian Hälker (Privat_anlieger)",1560,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 108",Sonntag,Frei,"Christian Hälker (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 104",Samstag,Verkauft,"Thomas Feldmann (Privat_troedel)",1716,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 104",Sonntag,Frei,"Thomas Feldmann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 102",Samstag,Verkauft,"Thomas Feldmann (Privat_troedel)",1716,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 102",Sonntag,Frei,"Thomas Feldmann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 82",Samstag,Verkauft,"Otto Tenner (Schausteller)",1832,62.5€,4m,m,Ja,Nein,Ja,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 82",Sonntag,Verkauft,"Otto Tenner (Schausteller)",1832,62.5€,4m,m,Ja,Nein,Ja,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 80",Samstag,Verkauft,"Otto Tenner (Schausteller)",1832,62.5€,4m,m,Ja,Nein,Ja,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 80",Sonntag,Verkauft,"Otto Tenner (Schausteller)",1832,62.5€,4m,m,Ja,Nein,Ja,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 78",Samstag,Verkauft,"Otto Tenner (Schausteller)",1832,62.5€,4m,m,Ja,Nein,Ja,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 78",Sonntag,Verkauft,"Otto Tenner (Schausteller)",1832,62.5€,4m,m,Ja,Nein,Ja,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 76",Samstag,Verkauft,"Otto Tenner (Schausteller)",1832,62.5€,4m,m,Ja,Nein,Ja,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 76",Sonntag,Verkauft,"Otto Tenner (Schausteller)",1832,62.5€,4m,m,Ja,Nein,Ja,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 72",Samstag,Verkauft,"Rike Suntrup (Privat_anlieger)",1587,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 72",Sonntag,Frei,"Rike Suntrup (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 70",Samstag,Verkauft,"Tanja Bürgel (Privat_anlieger)",1615,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 70",Sonntag,Verkauft,"Tanja Bürgel (Privat_anlieger)",1615,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 68",Samstag,Verkauft,"Tanja Bürgel (Privat_anlieger)",1615,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 68",Sonntag,Verkauft,"Tanja Bürgel (Privat_anlieger)",1615,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 64",Samstag,Verkauft,"Nadine Ritz (Privat_troedel)",1737,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gänsestraße 64",Sonntag,Frei,"Nadine Ritz (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 58",Samstag,Verkauft,"Katrin Ittmann (Privat_anlieger)",1507,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 58",Sonntag,Frei,"Katrin Ittmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 56",Samstag,Verkauft,"Katrin Ittmann (Privat_anlieger)",1507,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 56",Sonntag,Frei,"Katrin Ittmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 54",Samstag,Verkauft,"Katrin Ittmann (Privat_anlieger)",1507,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 54",Sonntag,Frei,"Katrin Ittmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 52",Samstag,Verkauft,"Nadine Berneis/Möllenbeck (Privat_anlieger)",1519,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 52",Sonntag,Verkauft,"Nadine Berneis/Möllenbeck (Privat_anlieger)",1905,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Gänsestraße 50",Samstag,Verkauft,"Elke Krewerth (Privat_troedel)",1734,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 50",Sonntag,Verkauft,"Elke Krewerth (Privat_troedel)",1734,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 48",Samstag,Verkauft,"Elke Krewerth (Privat_troedel)",1734,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 48",Sonntag,Verkauft,"Elke Krewerth (Privat_troedel)",1734,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 46",Samstag,Verkauft,"Elke Krewerth (Privat_troedel)",1734,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 46",Sonntag,Verkauft,"Elke Krewerth (Privat_troedel)",1734,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 44",Samstag,Verkauft,"Elke Krewerth (Privat_troedel)",1734,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 44",Sonntag,Verkauft,"Elke Krewerth (Privat_troedel)",1734,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 38",Samstag,Verkauft,"Ute Wicht (Privat_anlieger)",1504,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 38",Sonntag,Verkauft,"Ute Wicht (Privat_anlieger)",1504,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 36",Samstag,Verkauft,"Stefanie Meinert (Privat_troedel)",1755,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 36",Sonntag,Verkauft,"Stefanie Meinert (Privat_troedel)",1765,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 34",Samstag,Verkauft,"Michael Krampe (Privat_anlieger)",1591,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 34",Sonntag,Verkauft,"Michael Krampe (Privat_anlieger)",1591,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 32",Samstag,Verkauft,"Michael Krampe (Privat_anlieger)",1590,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 32",Sonntag,Verkauft,"Michael Krampe (Privat_anlieger)",1590,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 30",Samstag,Verkauft,"Michael Krampe (Privat_anlieger)",1589,30€,3m,"0,6m",,,,,,,"Ich möchte einen zweiten Stand buchen. Geht das?",Bezahlt
"Gänsestraße 30",Sonntag,Verkauft,"Michael Krampe (Privat_anlieger)",1589,30€,3m,"0,6m",,,,,,,"Ich möchte einen zweiten Stand buchen. Geht das?",Bezahlt
"Gänsestraße 28",Samstag,Verkauft,"Daniela Schreiner (Privat_anlieger)",1465,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 28",Sonntag,Verkauft,"Daniela Schreiner (Privat_anlieger)",1465,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 12",Samstag,Verkauft,"Admir Bahonjic (Verein)",1828,150€,5m,m,Ja,Ja,Ja,Ja,,,,"Zahlung ausstehend"
"Gänsestraße 12",Sonntag,Verkauft,"Admir Bahonjic (Verein)",1828,150€,5m,m,Ja,Ja,Ja,Ja,,,,"Zahlung ausstehend"
"Gänsestraße 10",Samstag,Verkauft,"Admir Bahonjic (Verein)",1828,150€,5m,m,Ja,Ja,Ja,Ja,,,,"Zahlung ausstehend"
"Gänsestraße 10",Sonntag,Verkauft,"Admir Bahonjic (Verein)",1828,150€,5m,m,Ja,Ja,Ja,Ja,,,,"Zahlung ausstehend"
"Gänsestraße 8",Samstag,Verkauft,"Admir Bahonjic (Verein)",1828,150€,5m,m,Ja,Ja,Ja,Ja,,,,"Zahlung ausstehend"
"Gänsestraße 8",Sonntag,Verkauft,"Admir Bahonjic (Verein)",1828,150€,5m,m,Ja,Ja,Ja,Ja,,,,"Zahlung ausstehend"
"Gänsestraße 6",Samstag,Verkauft,"Admir Bahonjic (Verein)",1835,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 6",Sonntag,Verkauft,"Admir Bahonjic (Verein)",1835,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 4",Samstag,Verkauft,"Admir Bahonjic (Verein)",1828,150€,5m,m,Ja,Ja,Ja,Ja,,,,"Zahlung ausstehend"
"Gänsestraße 4",Sonntag,Verkauft,"Admir Bahonjic (Verein)",1828,150€,5m,m,Ja,Ja,Ja,Ja,,,,"Zahlung ausstehend"
"Gänsestraße 135",Samstag,Verkauft,"Alissa Jäschke (Privat_troedel)",1659,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 135",Sonntag,Verkauft,"Alissa Jäschke (Privat_troedel)",1861,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 133",Samstag,Verkauft,"Alissa Jäschke (Privat_troedel)",1659,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 133",Sonntag,Verkauft,"Alissa Jäschke (Privat_troedel)",1861,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 131",Samstag,Verkauft,"Alissa Jäschke (Privat_troedel)",1659,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 131",Sonntag,Verkauft,"Alissa Jäschke (Privat_troedel)",1861,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Gänsestraße 129",Samstag,Verkauft,"Bernd Samson (Privat_troedel)",1636,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gänsestraße 129",Sonntag,Verkauft,"Bernd Samson (Privat_troedel)",1636,30€,3m,"0,6m",,,,,,,,Bezahlt
